components/extended-floating-action-buttons-extended-fabs-help-people-take-primar.png	Extended floating action buttons (extended FABs) help people take primary actions
components/floating-action-buttons-fabs-help-people-take-primary-actions.png	Floating action buttons (FABs) help people take primary actions
components/icon-buttons-help-people-take-actions-with-a-single-tap.png	Icon buttons help people take actions with a single tap
components/lists-are-continuous-vertical-indexes-of-text-and-images.png	Lists are continuous, vertical indexes of text and images
components/loading-indicators-show-the-progress-of-a-process-for-a-short-wait-tim.png	Loading indicators show the progress of a process for a short wait time
components/menus-display-a-list-of-choices-on-a-temporary-surface.png	Menus display a list of choices on a temporary surface
components/navigation-bars-let-people-switch-between-ui-views-on-smaller-devices.png	Navigation bars let people switch between UI views on smaller devices
components/navigation-drawers-let-people-switch-between-ui-views-on-larger-device.png	Navigation drawers let people switch between UI views on larger devices
components/navigation-rails-let-people-switch-between-ui-views-on-mid-sized-devic.png	Navigation rails let people switch between UI views on mid-sized devices
components/progress-indicators-show-the-status-of-a-process-in-real-time.png	Progress indicators show the status of a process in real time
components/radio-buttons-let-people-select-one-option-from-a-set-of-options.png	Radio buttons let people select one option from a set of options
components/search-lets-people-enter-a-keyword-or-phrase-to-get-relevant-informati.png	Search lets people enter a keyword or phrase to get relevant information
components/segmented-buttons-help-people-select-options-switch-views-or-sort-elem.png	Segmented buttons help people select options, switch views, or sort elements
components/side-sheets-show-secondary-content-anchored-to-the-side-of-the-screen.png	Side sheets show secondary content anchored to the side of the screen
components/sliders-allow-users-to-make-selections-from-a-range-of-values.png	Sliders allow users to make selections from a range of values
components/snackbars-show-short-updates-about-app-processes-at-the-bottom-of-the-.png	Snackbars show short updates about app processes at the bottom of the screen
components/split-buttons-open-a-menu-to-give-people-more-options-related-to-an-ac.png	Split buttons open a menu to give people more options related to an action
components/switches-toggle-the-selection-of-an-item-on-and-off.png	Switches toggle the selection of an item on and off
components/tabs-organize-content-across-different-screens-and-views.png	Tabs organize content across different screens and views
components/text-fields-let-users-enter-text-into-a-ui.png	Text fields let users enter text into a UI
components/the-floating-action-button-fab-menu-opens-from-a-fab-to-display-multip.png	The floating action button (FAB) menu opens from a FAB to display multiple related actions
components/time-pickers-help-people-select-and-set-a-specific-time.png	Time pickers help people select and set a specific time
components/toolbars-display-frequently-used-actions-relevant-to-the-current-page.png	Toolbars display frequently used actions relevant to the current page
components/tooltips-display-brief-labels-or-messages.png	Tooltips display brief labels or messages
components_all-buttons/a-button-s-level-of-emphasis-helps-determine-its-appearance-typography.png	A button’s level of emphasis helps determine its appearance, typography, and placement
components_all-buttons/a-filled-button-for-a-high-emphasis-actiona-text-button-for-a-low-emph.png	A filled button for a high-emphasis actionA text button for a low-emphasis actionAn extended FAB for the highest emphasis action
components_all-buttons/avoid-placing-a-button-below-another-button-if-there-s-space-to-place-.png	Avoid placing a button below another button if there's space to place them side-by-side
components_all-buttons/buttontoggle-buttonicon-buttontoggle-icon-buttonsplit-buttonstandard-b.png	ButtonToggle buttonIcon buttonToggle icon buttonSplit buttonStandard button groupConnected button groupFloating action button (FAB) Extended FABFAB menu
components_all-buttons/for-multiple-actions-choose-a-higher-emphasis-button-for-the-more-impo.png	For multiple actions, choose a higher-emphasis button for the more important action, such as a filled button next to a text button
components_all-buttons/use-a-filled-button-on-its-own-for-a-single-important-action.png	Use a filled button on its own for a single important action
components_all-buttons/when-using-multiple-buttons-you-can-place-a-text-button-low-emphasis-n.png	When using multiple buttons, you can place a text button (low emphasis) next to an outlined button (medium emphasis)
components_all-buttons/when-using-multiple-buttons-you-can-place-an-outlined-button-medium-em.png	When using multiple buttons, you can place an outlined button (medium emphasis) next to a filled button (high emphasis)
components_app-bars/a-leading-element-and-a-trailing-element-outside-searcha-leading-eleme.png	A leading element and a trailing element outside searchA leading element, a trailing element inside search, and a trailing element outside searchA leading element and two trailing elements outside search
components_app-bars/adjust-the-width-of-the-app-bar-orbiter-to-fit-in-a-person-s-field-of-.png	Adjust the width of the app bar orbiter to fit in a person’s field of view
components_app-bars/always-align-the-app-bar-orbiter-within-the-bounds-of-nearby-spatial-p.png	Always align the app bar orbiter within the bounds of nearby spatial panels
components_app-bars/an-app-bar-s-accessibility-label-can-incorporate-its-ui-text-as-well-a.png	An app bar’s accessibility label can incorporate its UI text as well as additional context
components_app-bars/an-icon-button-should-be-clearly-labeled-on-the-action-it-takes-like-v.png	An icon button should be clearly labeled on the action it takes, like View on map
components_app-bars/app-bar-color-roles-used-for-light-and-dark-themes-surfaceon-surfaceon.png	App bar color roles used for light and dark themes:SurfaceOn surfaceOn surface variantOn surfaceOn surface variantSurface container (on scroll)
components_app-bars/app-bars-can-display-one-high-visibility-action-to-boost-its-prominenc.png	App bars can display one high visibility action to boost its prominence
components_app-bars/app-bars-provide-content-and-actions-related-to-the-current-page.png	App bars provide content and actions related to the current page
components_app-bars/app-bars-show-information-about-the-page-key-actions-and-navigation-ac.png	App bars show information about the page, key actions, and navigation actions like Back or Menu
components_app-bars/avoid-expanding-the-app-bar-orbiter-beyond-the-adjacent-panel-s-width-.png	Avoid expanding the app bar orbiter beyond the adjacent panel’s width and a person’s field of view
components_app-bars/avoid-using-custom-color-roles-for-the-search-bar-container-and-search.png	Avoid using custom color roles for the search bar container and search label text. If custom roles are necessary, make sure they have contrast of at least 3:1.
components_app-bars/baseline-variantsmediumlarge.png	Baseline variantsMediumLarge
components_app-bars/center-aligned-app-barleft-aligned-app-bar.png	Center-aligned app barLeft-aligned app bar
components_app-bars/containerheadlinetrailing-iconsleading-icon.png	ContainerHeadlineTrailing iconsLeading icon
components_app-bars/containerheadlinetrailing-iconssubtitleleading-button.png	ContainerHeadlineTrailing iconsSubtitleLeading button
components_app-bars/containerleading-buttontrailing-elementsheadlinesubtitle.png	ContainerLeading buttonTrailing elementsHeadlineSubtitle
components_app-bars/containerleading-icon-buttonhinted-search-texttrailing-icon-or-avatars.png	ContainerLeading icon buttonHinted search textTrailing icon or avatarSearch container
components_app-bars/default-heights-were-chosen-to-ensure-readability-of-on-screen-element.png	Default heights were chosen to ensure readability of on-screen elements
components_app-bars/don-t-make-an-app-bar-shorter-than-its-default-height.png	Don't make an app bar shorter than its default height
components_app-bars/don-t-overlap-the-app-bar-orbiter-and-spatial-panel.jpg	Don’t overlap the app bar orbiter and spatial panel
components_app-bars/don-t-put-multiple-filled-or-tonal-buttons-in-the-app-bar.png	Don’t put multiple filled or tonal buttons in the app bar
components_app-bars/don-t-use-curved-shapes-this-implies-that-the-container-can-expand-upo.png	Don’t use curved shapes. This implies that the container can expand upon interaction.
components_app-bars/don-t-use-three-icons-and-an-avatar-in-a-search-app-bar.png	Don’t use three icons and an avatar in a search app bar
components_app-bars/don-t-wrap-text-in-a-small-app-bar.png	Don’t wrap text in a small app bar
components_app-bars/headline-typography-style-for-each-app-barsearch-body-largesmall-title.png	Headline typography style for each app barSearch: Body largeSmall: Title largeMedium flexible: Headline mediumLarge flexible: Display small
components_app-bars/if-headline-text-is-long-use-a-medium-flexible-or-large-flexible-app-b.png	If headline text is long, use a medium flexible or large flexible app bar and wrap the headline to two lines maximum
components_app-bars/image-logos-can-replace-all-text-in-small-app-bars-and-appear-above-th.png	Image logos can replace all text in small app bars, and appear above the text in other app bars
components_app-bars/images-can-be-added-to-app-bars-and-can-replace-label-text-on-small-ap.png	Images can be added to app bars and can replace label text on small app bars
components_app-bars/include-a-20dp-margin-this-visually-separates-the-app-bar-orbiter-from.png	Include a 20dp margin. This visually separates the app bar orbiter from the spatial panel, and prevents content obstruction.
components_app-bars/increased-horizontal-space-on-larger-screens-allows-for-up-to-four-tra.png	Increased horizontal space on larger screens allows for up to four trailing icons.
components_app-bars/large-app-bar-padding-and-size-measurements.png	Large app bar padding and size measurements
components_app-bars/large-flexible-app-bar-padding-and-size-measurements.png	Large flexible app bar padding and size measurements
components_app-bars/leading-back-button.png	Leading Back button
components_app-bars/m2-elevation-and-a-drop-shadow-raise-the-top-app-bar-when-content-is-p.png	M2: Elevation and a drop shadow raise the top app bar when content is present underneath
components_app-bars/m3-on-scroll-a-color-fill-overlay-separates-the-app-bar-from-the-conte.png	M3: On scroll, a color fill overlay separates the app bar from the content beneath
components_app-bars/make-sure-search-bars-and-their-labels-have-at-least-3-1-contrast-use-.png	Make sure search bars and their labels have at least 3:1 contrast. Use the default colors when possible.
components_app-bars/measurements-and-padding-for-app-bar-orbiters.png	Measurements and padding for app bar orbiters
components_app-bars/medium-and-large-app-bars-have-the-same-elements-containerleading-butt.png	Medium and large app bars have the same elements:ContainerLeading buttonTrailing iconsHeadline
components_app-bars/medium-app-bar-padding-and-size-measurements.png	Medium app bar padding and size measurements
components_app-bars/medium-flexible-app-bar-padding-and-size-measurements.png	Medium flexible app bar padding and size measurements
components_app-bars/medium-large.png	Medium Large
components_app-bars/medium-top-app-bar-color-roles-used-for-light-and-dark-schemes-surface.png	Medium top app bar color roles used for light and dark schemes:SurfaceOn surfaceOn surfaceOn surface variant
components_app-bars/outlined-icons-can-be-used-as-needed-or-when-using-toggle-buttons.png	Outlined icons can be used as needed, or when using toggle buttons
components_app-bars/put-the-most-used-actions-on-the-left-and-least-used-on-the-right-2.png	Put the most used actions on the left and least used on the right
components_app-bars/put-the-most-used-actions-on-the-left-and-least-used-on-the-right.png	Put the most used actions on the left and least used on the right
components_app-bars/search-app-bar-color-roles-used-for-light-and-dark-themes-surface-on-s.png	Search app bar color roles used for light and dark themes:Surface On surface variantOn surface variantOn surface variantSurface containerSurface containerSurface container highest
components_app-bars/search-app-bar-padding-and-size-measurements.png	Search app bar padding and size measurements
components_app-bars/search-app-bars-can-use-different-colors-like-surface-bright-for-impro.png	Search app bars can use different colors, like surface bright, for improved contrast with surrounding elements
components_app-bars/search-app-bars-have-a-search-field-instead-of-heading-text.png	Search app bars have a search field instead of heading text
components_app-bars/search-app-barsmallmedium-flexiblelarge-flexible-2.png	Search app barSmallMedium flexibleLarge flexible
components_app-bars/search-app-barsmallmedium-flexiblelarge-flexible-3.png	Search app barSmallMedium flexibleLarge flexible
components_app-bars/search-app-barsmallmedium-flexiblelarge-flexible-4.png	Search app barSmallMedium flexibleLarge flexible
components_app-bars/search-app-barsmallmedium-flexiblelarge-flexible.png	Search app barSmallMedium flexibleLarge flexible
components_app-bars/small-app-bar-padding-and-size-measurements.png	Small app bar padding and size measurements
components_app-bars/subtitle-typography-style-for-each-app-bar-small-label-mediummedium-fl.png	Subtitle typography style for each app bar:Small: Label mediumMedium flexible: Label largeLarge flexible: Title medium
components_app-bars/surface-containersurface-container-highsurface-container-highest.png	Surface containerSurface container highSurface container highest
components_app-bars/text-labels-including-supporting-text-can-be-aligned-to-the-leading-ed.png	Text labels, including supporting text, can be aligned to the leading edge or centered
components_app-bars/the-app-bar-can-have-different-layouts-depending-on-which-elements-are.png	The app bar can have different layouts depending on which elements are shown
components_app-bars/the-app-bar-changes-color-when-flat-or-on-scroll-the-search-bar-can-al.png	The app bar changes color when flat or on scroll. The search bar can also change color on scroll.FlatOn scroll
components_app-bars/the-app-bar-orbiter-shouldn-t-exceed-the-width-of-adjacent-spatial-pan.png	The app bar orbiter shouldn’t exceed the width of adjacent spatial panels
components_app-bars/the-app-bar-s-layout-is-mirrored-for-right-to-left-rtl-languages.png	The app bar’s layout is mirrored for right-to-left (RTL) languages
components_app-bars/the-leading-element-can-be-a-product-logo.png	The leading element can be a product logo
components_app-bars/the-medium-flexible-and-large-flexible-app-bars-hug-the-text-contents-.png	The medium flexible and large flexible app bars hug the text contents, so they are taller when a subtitle is visibleSmallSmall with subtitleMedium flexibleMedium flexible with subtitleLarge flexibleLarge flexible with subtitle
components_app-bars/the-trailing-icons-can-be-configured-to-be-a-single-filled-icon-button.png	The trailing icons can be configured to be a single filled icon button
components_app-bars/use-a-filled-or-tonal-button-for-important-actions.png	Use a filled or tonal button for important actions
components_app-bars/use-filled-icons-for-clear-visible-actions.png	Use filled icons for clear, visible actions
components_app-bars/use-proper-capitalization-depending-on-what-s-being-searched.png	Use proper capitalization depending on what’s being searched
components_app-bars/use-space-or-enter-to-activate-actions.png	Use Space or Enter to activate actions
components_app-bars/use-straight-corners-for-app-bars.png	Use straight corners for app bars
components_app-bars/use-tabs-to-navigate-through-interactive-items.png	Use Tabs to navigate through interactive items
components_badges/a-large-badge-displays-a-number-within-a-container-to-indicate-a-quant.png	A large badge displays a number within a container to indicate a quantifiable status change related to a destination
components_badges/a-small-badge-uses-only-shape-to-indicate-a-status-change-or-new-notif.png	A small badge uses only shape to indicate a status change or new notification
components_badges/avoid-using-a-large-badge-when-it-might-overlap-with-a-trailing-elemen.png	Avoid using a large badge when it might overlap with a trailing element. Either place it at the trailing edge or use a small badge instead.
components_badges/avoid-using-custom-color-roles-for-the-badge-container-and-label-text--2.png	Avoid using custom color roles for the badge container and label text. If custom roles are necessary, make sure they have contrast of at least 3:1.
components_badges/avoid-using-custom-color-roles-for-the-badge-container-and-label-text-.png	Avoid using custom color roles for the badge container and label text. If custom roles are necessary, make sure they have contrast of at least 3:1.
components_badges/badge-color-roles-used-for-light-and-dark-schemes-in-navigation-bar-er.png	Badge color roles used for light and dark schemes in navigation bar:ErrorErrorOn errorOn errorError
components_badges/badge-color-roles-used-for-light-and-dark-schemes-in-navigation-rail-e.png	Badge color roles used for light and dark schemes in navigation rail:ErrorOn errorErrorOn errorError
components_badges/badge-padding-and-size-measurements.png	Badge padding and size measurements
components_badges/badges-have-fixed-positions-don-t-change-the-position-of-the-badge-arb.png	Badges have fixed positions. Don’t change the position of the badge arbitrarily or place the badge over the icon.
components_badges/badges-have-new-color-mappings.png	Badges have new color mappings
components_badges/badges-must-use-default-color-with-at-least-3-1-contrast.png	Badges must use default color with at least 3:1 contrast
components_badges/change-the-position-of-the-badge-for-right-to-left-languages.png	Change the position of the badge for right-to-left languages
components_badges/diagram-of-3-badge-variations-shown-on-navigation-destinations-in-vari.png	Diagram of 3 badge variations shown on navigation destinations in various states.
components_badges/don-t-let-the-badge-get-cut-off-or-collide-with-another-element.png	Don’t let the badge get cut off or collide with another element
components_badges/in-navigation-bars-hide-the-badge-once-the-destination-has-been-select.png	In navigation bars, hide the badge once the destination has been selected
components_badges/large-badge.png	Large badge
components_badges/large-badges-and-a-small-badge-in-a-navigation-bar.png	Large badges and a small badge in a navigation bar
components_badges/large-badges-with-one-to-four-characters.png	Large badges with one to four characters
components_badges/navigation-bar-with-four-badges.png	Navigation bar with four badges
components_badges/navigation-barsmall-badgelarge-badge-containerlarge-badge-labellarge-b.png	Navigation barSmall badgeLarge badge containerLarge badge labelLarge badge maximum character count containerLarge badge maximum character count label
components_badges/navigation-railsmall-badgelarge-badge-containerlarge-badge-labellarge-.png	Navigation railSmall badgeLarge badge containerLarge badge labelLarge badge maximum character count containerLarge badge maximum character count label
components_badges/non-counting-badges-will-simply-announce-new-notification.png	Non-counting badges will simply announce New notification
components_badges/numerical-badges-will-have-their-number-read.png	Numerical badges will have their number read
components_badges/small-badge-on-a-navigation-itemlarge-badge-on-a-navigation-itemlarge-.png	Small badge on a navigation itemLarge badge on a navigation itemLarge badge with max characters on a navigation item
components_badges/small-badge.png	Small badge
components_badges/small-badgelarge-badge-containerlarge-badge-label.png	Small badgeLarge badge containerLarge badge label
components_badges/truncate-badge-labels-as-needed.png	Truncate badge labels as needed
components_badges/use-a-large-badge-to-show-count-information-when-visual-collisions-are.png	Use a large badge to show count information when visual collisions aren’t an issue, such as in a navigation rail
components_badges/use-a-small-badge-when-spaces-are-tightly-constrained-such-as-app-bars.png	Use a small badge when spaces are tightly constrained, such as app bars. Small badges won’t run into the edge of the screen.
components_badges/use-the-default-badge-color.png	Use the default badge color
components_badges/when-an-icon-with-a-badge-is-followed-by-text-or-another-element-place.png	When an icon with a badge is followed by text or another element, place a large badge at the trailing edge
components_bottom-sheets/a-bottom-sheet-can-automatically-resize-to-another-height-after-intera-2.png	A bottom sheet can automatically resize to another height after interacting with the drag handle
components_bottom-sheets/a-bottom-sheet-can-automatically-resize-to-another-height-after-intera.png	A bottom sheet can automatically resize to another height after interacting with the drag handle
components_bottom-sheets/a-bottom-sheet-can-have-preset-positions-from-full-screen-height-to-pr.png	A bottom sheet can have preset positions from full-screen height to preview
components_bottom-sheets/a-bottom-sheet-for-sharing-can-appear-fully-raised-if-needed.png	A bottom sheet for sharing can appear fully raised if needed
components_bottom-sheets/a-modal-bottom-sheet-can-be-dismissed-by-swiping-the-sheet-down.png	A modal bottom sheet can be dismissed by swiping the sheet down
components_bottom-sheets/a-modal-bottom-sheet-must-be-interacted-with-or-dismissed-its-blocking.png	A modal bottom sheet must be interacted with or dismissed. Its blocking behavior makes it suitable for a menu, such as in this files app, to help people focus on their available choices.
components_bottom-sheets/alternately-a-bottom-sheet-for-sharing-can-appear-collapsed-for-a-more.png	Alternately, a bottom sheet for sharing can appear collapsed for a more focused set of actions
components_bottom-sheets/bottom-sheet-color-roles-used-for-both-light-and-dark-schemes-scrim-on.png	Bottom sheet color roles used for both light and dark schemes:Scrim*On surface variantSurface container low*On Android platforms, the scrim color and opacity is automatically handled by the system UI.
components_bottom-sheets/bottom-sheet-containing-a-list-with-icons.png	Bottom sheet containing a list with icons
components_bottom-sheets/bottom-sheet-containing-contacts-and-applications.png	Bottom sheet containing contacts and applications
components_bottom-sheets/bottom-sheet-padding-and-size-measurements.png	Bottom sheet padding and size measurements
components_bottom-sheets/bottom-sheet-with-a-divider-separating-kinds-of-actions.png	Bottom sheet with a divider separating kinds of actions
components_bottom-sheets/bottom-sheet-with-menu-items-in-a-list.png	Bottom sheet with menu items in a list
components_bottom-sheets/bottom-sheets-are-flexible-containers-that-adapt-to-their-content-and-.png	Bottom sheets are flexible containers that adapt to their content and available space
components_bottom-sheets/bottom-sheets-can-contain-thumbnails-images-and-video.png	Bottom sheets can contain thumbnails, images, and video
components_bottom-sheets/bottom-sheets-on-larger-screens-like-tablet-have-a-max-width-that-can-.png	Bottom sheets on larger screens like tablet have a max width that can be overridden
components_bottom-sheets/bottom-sheets-should-be-scrollable-when-their-content-exceeds-the-init.png	Bottom sheets should be scrollable when their content exceeds the initial viewable height
components_bottom-sheets/bottom-sheets-should-extend-to-the-width-of-the-screen-on-mobile.png	Bottom sheets should extend to the width of the screen on mobile
components_bottom-sheets/containerdrag-handle-optional-scrim-modal-only.png	ContainerDrag handle (optional)Scrim (modal only)
components_bottom-sheets/containerdrag-handle-optional-scrim.png	ContainerDrag handle (optional)Scrim
components_bottom-sheets/diagram-of-floating-sheet-set-on-screen-background.png	Diagram of floating sheet set on screen background
components_bottom-sheets/interacting-with-the-drag-handle-can-quickly-move-a-bottom-sheet-throu-2.png	Interacting with the drag handle can quickly move a bottom sheet through preset heights
components_bottom-sheets/interacting-with-the-drag-handle-can-quickly-move-a-bottom-sheet-throu.png	Interacting with the drag handle can quickly move a bottom sheet through preset heights
components_bottom-sheets/label-the-drag-handle.png	Label the drag handle
components_bottom-sheets/modal-bottom-sheets-can-be-used-instead-of-menus-to-present-additional.png	Modal bottom sheets can be used instead of menus to present additional actions
components_bottom-sheets/side-sheets-can-contain-the-same-content-as-bottom-sheets-and-may-be-m.png	Side sheets can contain the same content as bottom sheets and may be more suitable for desktop
components_bottom-sheets/standard-bottom-sheetmodal-bottom-sheet.png	Standard bottom sheetModal bottom sheet
components_bottom-sheets/standard-bottom-sheetsmodal-bottom-sheets.png	Standard bottom sheetsModal bottom sheets
components_bottom-sheets/tapping-the-scrim-dismisses-a-modal-bottom-sheet.png	Tapping the scrim dismisses a modal bottom sheet
components_bottom-sheets/the-initial-vertical-position-of-modal-bottom-sheets-can-t-exceed-50-o.png	The initial vertical position of modal bottom sheets can't exceed 50% of the screen height
components_bottom-sheets/the-music-player-in-this-standard-bottom-sheet-allows-people-to-contro.png	The music player in this standard bottom sheet allows people to control their music while browsing albums
components_bottom-sheets/to-ensure-touch-target-accessibility-the-top-portion-of-a-bottom-sheet.png	To ensure touch target accessibility, the top portion of a bottom sheet can be reserved for resize interactions
components_bottom-sheets/visible-focus-shown-on-the-drag-handle-affordance.png	Visible focus shown on the drag handle affordance
components_button-groups/button-groups-adapt-to-the-height-of-the-buttons-inside-including-when.png	Button groups adapt to the height of the buttons inside, including when density is applied
components_button-groups/button-groups-add-more-expression-to-a-product.png	Button groups add more expression to a product
components_button-groups/button-groups-are-containers-that-hold-buttons-of-many-shapes-and-size.png	Button groups are containers that hold buttons of many shapes and sizes
components_button-groups/button-groups-can-animate-without-affecting-their-surroundings.png	Button groups can animate without affecting their surroundings
components_button-groups/button-groups-can-contain-buttons-and-icon-buttons.png	Button groups can contain buttons and icon buttons
components_button-groups/buttons-can-have-width-size-and-padding-manually-adjusted-to-fit-diffe.png	Buttons can have width, size, and padding manually adjusted to fit different window sizes
components_button-groups/closely-related-actions-work-well-in-a-connected-button-group.png	Closely related actions work well in a connected button group
components_button-groups/configurations-for-both-variants-of-button-groups-extra-smallsmallmedi.png	Configurations for both variants of button groups:Extra smallSmallMediumLargeExtra largeSingle-select and multi-selectRound and square
components_button-groups/connected-button-group-selected-states-enabledhoveredfocusedpressed.png	Connected button group selected states:EnabledHoveredFocusedPressed
components_button-groups/connected-button-group-unselected-states-enableddisabledhoveredfocused.png	Connected button group unselected states:EnabledDisabledHoveredFocusedPressed
components_button-groups/connected-button-groups-increase-the-widths-of-each-button-inside-and-.png	Connected button groups increase the widths of each button inside and expand to their container width
components_button-groups/container-2.png	Container
components_button-groups/container.png	Container
components_button-groups/don-t-mix-color-styles-in-connected-button-groups.png	Don’t mix color styles in connected button groups
components_button-groups/enableddisabledhoveredfocusedpressed-2.png	EnabledDisabledHoveredFocusedPressed
components_button-groups/enableddisabledhoveredfocusedpressed.png	EnabledDisabledHoveredFocusedPressed
components_button-groups/extra-small-button-groupsmall-button-group.png	Extra small button groupSmall button group
components_button-groups/extra-smallsmall.png	Extra smallSmall
components_button-groups/filledtonaloutlinedelevated.png	FilledTonalOutlinedElevated
components_button-groups/initial-focus-should-land-on-the-first-button-not-on-the-container.png	Initial focus should land on the first button, not on the container
components_button-groups/initial-focusselected-button.png	Initial focusSelected button
components_button-groups/label-buttonslabel-buttons-and-icon-buttonsextra-small-icon-buttonslar.png	Label buttonsLabel buttons and icon buttonsExtra small icon buttonsLarge icon buttons
components_button-groups/label-each-button-within-the-button-group.png	Label each button within the button group
components_button-groups/reserve-shape-differences-in-button-groups-for-key-interactions.png	Reserve shape differences in button groups for key interactions
components_button-groups/round-connected-button-group-inner-padding-is-2dp-at-every-size-the-ou.png	Round connected button group inner padding is 2dp at every size. The outer shape is fully round, and the inner shape remains square with the following corner sizes:XS: 4dpS: 8dpM: 8dpL: 16dpXL: 20dp
components_button-groups/square-connected-button-group-inner-padding-is-2dp-at-every-size-the-o.png	Square connected button group inner padding is 2dp at every size. The outer shape has the following corner sizes:XS: 4dpS: 8dpM: 8dpL: 16dpXL: 20dp
components_button-groups/standard-button-group-inner-padding-xs-18dps-12dpm-8dpl-8dpxl-8dp.png	Standard button group inner padding:XS: 18dpS: 12dpM: 8dpL: 8dpXL: 8dp
components_button-groups/standard-button-groupconnected-button-group.png	Standard button groupConnected button group
components_button-groups/use-the-connected-button-group-with-single-or-multi-select-patterns.png	Use the connected button group with single or multi-select patterns
components_button-groups/use-the-same-shapes-for-buttons-in-a-group-but-change-other-properties.png	Use the same shapes for buttons in a group, but change other properties like width and color
components_buttons/a-button-container-s-width-is-dynamically-set-to-fit-its-label-text.png	A button container’s width is dynamically set to fit its label text
components_buttons/a-button-container-s-width-shouldn-t-be-narrower-than-its-label-text.png	A button container’s width shouldn’t be narrower than its label text
components_buttons/a-button-s-width-dynamically-adjusts-to-the-label-text.png	A button’s width dynamically adjusts to the label text
components_buttons/a-default-button-b-toggle-unselected-c-toggle-selected-for-five-button.png	A: Default button; B: Toggle (unselected); C: Toggle (selected) for five button styles, in order of emphasis:Elevated buttonFilled buttonFilled tonal buttonOutlined buttonText button
components_buttons/a-elevated-b-filled-c-tonal-d-outlined-e-textdefaulttoggle-unselectedt.png	A. Elevated, B. Filled, C. Tonal, D. Outlined, E. TextDefaultToggle: unselectedToggle: selected
components_buttons/a-extra-small-b-smallround-button-button-with-iconsquare-button.png	A. Extra small B. SmallRound button Button with iconSquare button
components_buttons/a-round-button-b-square-buttonenabledhoveredpressed.png	A. Round button, B. Square buttonEnabledHoveredPressed
components_buttons/a-round-button-b-square-buttonenabledhoveredpressedselected.png	A. Round button, B. Square buttonEnabledHoveredPressedSelected
components_buttons/a-unselected-b-selectedenabled-disabled-hovered-focused-pressed-2.png	A. Unselected, B. SelectedEnabled Disabled Hovered Focused Pressed
components_buttons/a-unselected-b-selectedenabled-disabled-hovered-focused-pressed-3.png	A. Unselected, B. SelectedEnabled Disabled Hovered Focused Pressed
components_buttons/a-unselected-b-selectedenabled-disabled-hovered-focused-pressed.png	A. Unselected, B. SelectedEnabled Disabled Hovered Focused Pressed
components_buttons/accessibility-tags-for-a-text-only-button.png	Accessibility tags for a text-only button.
components_buttons/avoid-excessive-text-wrapping-or-truncation-by-choosing-concise-string.png	Avoid excessive text wrapping or truncation by choosing concise strings
components_buttons/avoid-setting-a-fixed-width-smaller-than-the-label-text.png	Avoid setting a fixed width smaller than the label text
